x,y,z,category,size
-18.14,10.16,-85.43,E,4
-74.79,-93.9,-53.54,E,4
-8.41,52.72,53.14,D,4
-81.85,28.66,77.38,E,1
62.31,-50.07,-84.34,B,1
23.91,65.01,-92.41,B,4
-92.91,98.49,45.2,A,2
-86.51,81.9,37.46,C,4
48.66,-21.37,-90.79,A,2
-63.83,-22.07,53.78,E,2
-13.96,10.09,54.14,E,2
-26.76,-7.34,-21.72,E,4
97.49,63.17,22.5,A,5
-80.3,-45.09,-39.27,D,1
62.9,-3.46,86.23,B,5
42.03,35.05,73.04,A,5
-99.25,80.68,70.55,E,4
-48.33,-55.8,-0.79,C,5
10.72,-37.52,-37.33,E,3
58.71,11.01,17.38,B,5
23.24,-97.36,49.92,D,3
18.27,6.74,36.86,D,4
-6.94,30.85,-92.77,A,3
-79.87,-99.72,23.34,D,2
-6.89,-38.07,-63.97,A,5
-57.07,81.87,95.62,A,3
84.37,-53.88,95.24,D,2
-50.3,-73.48,-99.71,C,5
10.3,93.31,73.96,E,5
48.92,87.78,-95.04,D,5
-60.54,6.65,-25.02,D,3
-93.16,60.43,-58.81,D,5
52.11,91.21,-19.02,B,1
38.09,68.39,21.5,C,4
-14.1,59.41,-81.02,B,3
36.91,97.14,-11.53,D,5
-11.6,-45.43,-63.09,D,1
37.49,85.53,-91.41,B,2
-96.85,-26.47,-36.83,E,1
-55.64,-27.47,14.49,E,5
46.57,-68.13,-16.22,E,5
28.24,96.5,-62.03,E,4
47.07,-48.54,-14.77,A,5
-23.02,-64.47,-35.3,B,2
36.61,-55.88,97.94,C,1
7.0,89.32,-25.58,A,5
14.79,-96.57,-53.67,B,4
83.01,58.71,-47.32,E,4
84.54,44.03,-89.07,B,2
-96.26,95.22,56.28,A,2
-65.4,-47.48,-46.13,A,3
18.7,80.43,-45.43,A,5
-17.67,-93.56,-54.78,E,4
-26.78,30.98,-18.21,C,5
-73.46,-22.16,-76.45,B,5
61.67,-31.52,-64.22,B,4
23.77,62.74,-74.94,D,1
39.56,-14.06,35.07,E,5
87.01,-39.52,-9.47,C,5
-51.88,-34.29,-99.99,E,1
-78.97,-29.68,-44.78,C,3
58.86,-4.21,-31.91,A,3
75.31,-19.39,-39.2,A,5
17.14,-40.85,-41.46,C,1
-42.11,93.94,65.77,C,2
-18.75,46.2,73.02,D,4
-4.18,-14.79,6.61,E,2
39.16,63.94,59.57,B,3
-29.91,15.1,-22.58,D,4
97.67,71.09,-76.29,B,1
9.71,49.4,29.18,B,3
-23.05,23.23,5.66,C,2
62.49,85.62,-96.8,E,5
-43.05,-85.6,22.18,D,3
-67.58,81.3,17.4,D,2
-98.89,50.49,39.22,B,5
12.07,77.96,64.53,C,3
-37.4,-37.09,-68.51,B,3
71.45,45.48,-70.07,B,1
-74.6,-56.31,-36.09,E,4
-95.94,9.78,-28.22,B,2
-28.19,-96.72,-25.11,E,1
63.64,-45.24,45.68,A,1
-55.9,-53.12,-18.75,C,2
12.08,-2.24,89.68,B,4
36.47,14.8,81.86,D,4
47.56,-75.19,-76.25,E,4
22.25,-22.3,-40.08,A,4
-86.91,44.43,29.56,B,1
-44.06,90.03,-82.0,C,4
85.35,17.93,-88.35,A,3
-24.05,50.65,-82.0,C,1
71.75,-51.39,4.45,B,1
4.59,-38.35,2.57,C,5
23.32,68.18,91.59,B,4
57.05,-80.6,52.62,B,5
37.12,-18.09,-52.81,C,5
-71.13,-61.7,-59.55,C,3
-33.92,-89.04,-85.19,A,2
58.25,43.01,3.63,C,1
-36.47,36.11,-67.26,B,5
-26.37,94.78,-52.07,C,1
6.51,57.52,1.87,B,3
-26.3,-9.73,-57.12,D,4
-90.64,-24.31,-10.04,C,2
-82.94,-52.1,-94.63,C,4
26.17,16.19,62.05,A,5
-48.84,-52.49,28.55,A,4
17.67,-93.5,1.99,D,2
93.2,-36.75,14.55,B,3
-50.88,51.42,-28.23,C,5
22.75,97.23,-81.01,E,5
72.12,-49.72,47.4,B,3
-61.83,89.93,-69.77,D,2
-37.3,60.22,-65.47,D,5
-38.69,-89.75,6.88,C,4
16.12,-47.96,2.08,A,4
84.44,66.99,24.53,B,1
-5.12,-58.65,85.54,D,2
-74.38,-18.49,-43.3,B,4
18.52,-94.57,-72.5,B,4
-29.64,69.13,-95.1,A,2
57.14,68.13,89.16,A,1
92.05,54.91,-61.04,C,5
-18.67,-89.19,22.75,A,1
3.6,-51.63,-72.6,B,5
52.95,29.37,-14.24,A,5
77.98,27.28,93.48,B,1
28.09,87.26,16.49,D,1
92.13,26.27,-38.96,D,4
-99.7,99.7,-8.09,C,4
52.15,61.64,99.9,E,2
45.26,-48.69,31.39,E,4
-50.91,-51.13,19.59,B,1
27.66,27.46,47.25,C,3
91.12,90.37,-69.79,A,5
23.58,75.49,-18.57,D,3
92.21,63.43,42.93,E,4
19.8,51.86,-62.89,D,2
-62.83,-43.64,-72.56,A,3
-54.97,79.08,53.63,A,2
12.91,89.03,-47.09,B,2
-39.96,85.7,-22.26,D,5
-65.34,52.76,-33.47,D,2
47.43,41.14,66.49,C,2
-45.26,-93.21,-23.67,B,5
-21.85,-33.18,23.07,C,1
29.19,66.45,31.52,D,1
-10.28,-1.78,78.41,B,1
57.86,-18.39,73.58,E,2
27.32,-33.7,-56.67,B,5
84.32,-56.0,-32.1,B,1
-29.66,53.63,35.23,A,4
-40.2,-66.88,60.17,E,5
-71.02,-59.41,-47.61,C,3
-21.72,72.14,90.83,D,1
22.54,-7.23,-12.9,E,3
50.9,-21.43,33.36,B,4
-38.56,3.19,-40.39,B,5
26.54,-11.35,82.15,A,5
36.65,80.7,-81.81,B,2
58.53,77.81,-87.06,C,5
22.53,-80.09,32.49,D,4
60.05,-76.45,88.84,E,3
-14.03,-82.91,48.44,D,5
82.41,-45.33,-52.88,D,1
-51.22,71.03,-13.8,D,5
35.24,-20.9,-69.96,B,2
-10.36,-9.97,-59.94,B,4
-13.39,-26.64,41.12,C,2
-96.45,-8.88,-85.73,E,5
12.63,37.32,-7.82,D,1
-6.94,-97.81,-80.85,A,2
-48.68,42.2,12.98,E,5
-6.18,-27.97,-97.95,A,2
-10.73,-68.7,-38.44,C,1
4.94,87.03,84.42,D,1
-52.26,-88.13,34.21,D,1
-15.97,8.29,-64.12,E,2
47.28,96.59,40.07,E,5
-31.1,-97.81,57.81,B,1
-81.04,97.77,-65.5,A,1
11.27,-48.37,-97.46,D,3
42.14,-84.77,27.8,E,5
-48.89,-44.18,36.32,E,2
31.49,-82.49,-30.27,A,5
-32.4,-0.38,16.14,D,2
-1.63,44.54,45.67,E,2
37.52,-61.62,26.38,A,4
15.59,78.59,-2.08,D,2
0.23,-72.23,8.98,D,5
33.42,16.17,-66.46,B,1
5.04,-19.09,73.71,E,2
-64.73,-24.05,-36.04,A,1
1.54,-19.39,8.67,E,5
-67.85,-97.1,47.72,C,2
-86.02,-90.9,80.52,D,5
-94.3,61.35,5.9,E,4
-92.68,4.43,-43.89,B,2
66.8,-45.82,76.25,E,1
-17.85,-91.15,-75.82,B,2
95.5,83.78,37.61,D,4
-78.43,-10.66,9.47,A,2
80.37,82.86,58.77,D,5
-63.66,-17.13,69.79,B,4
23.5,-74.55,15.36,B,1
80.51,-74.62,56.08,B,2
48.35,78.22,-79.42,D,2
-81.36,-2.09,13.85,B,3
67.25,-89.94,-46.97,B,2
-15.61,15.33,25.63,D,2
5.89,64.46,50.49,B,3
-80.7,-45.47,21.49,C,5
-40.9,35.47,-92.84,A,4
-25.09,-95.36,-39.55,B,2
-1.9,91.17,19.65,B,2
95.29,2.36,47.45,D,1
62.19,-11.25,-4.04,A,2
-39.62,-91.92,56.69,D,5
90.76,55.03,26.54,E,5
-13.11,-27.77,69.56,D,2
-27.29,16.59,-87.62,E,2
11.4,-8.73,97.11,D,5
18.55,-40.83,-6.04,C,2
88.31,-87.83,3.45,A,4
-83.27,69.12,-46.87,C,5
-8.58,-52.38,-25.19,A,1
9.09,-39.94,-34.04,D,2
25.2,-3.7,-91.82,C,5
0.91,-21.39,-24.15,A,4
-83.67,49.07,-94.15,C,5
50.87,-98.29,-98.77,C,3
8.09,-78.7,99.35,D,1
-26.88,-22.14,61.41,A,5
88.95,-38.89,73.56,D,2
15.35,-60.62,-60.91,A,1
84.27,-99.53,-69.78,E,1
-10.6,-27.68,-20.88,A,2
-70.52,-53.93,76.79,C,3
-52.6,47.9,-4.75,D,2
79.51,91.1,-95.17,B,2
-47.72,96.93,-41.92,C,5
-14.18,-71.09,75.67,B,1
5.38,76.81,8.26,A,1
21.82,-85.85,71.68,C,2
-18.07,-42.21,-13.59,D,3
-81.32,-90.72,-75.72,D,1
-41.25,7.95,18.85,E,3
-52.24,18.74,17.04,A,1
-74.02,68.27,-53.99,B,5
-81.99,85.67,18.44,C,2
-12.95,-77.14,5.0,A,1
76.8,-54.37,86.23,A,4
-9.41,-22.32,-87.08,B,2
-72.89,-72.51,-9.82,E,2
-78.51,-59.03,-75.39,D,1
-89.43,0.6,77.04,D,5
-6.44,81.78,48.23,E,4
-65.64,36.24,-36.41,D,1
-90.42,-21.54,-26.62,C,5
62.72,-4.73,88.07,C,3
38.4,-18.98,-88.69,C,2
-61.12,-25.96,84.38,E,5
12.92,26.07,-74.74,A,2
-24.82,59.19,63.83,C,1
38.75,18.65,-62.44,A,3
54.11,-97.66,4.63,B,4
17.54,-51.01,-95.9,A,2
88.72,-15.09,2.45,A,5
0.03,-74.32,70.77,B,4
21.6,-44.13,30.72,B,2
-50.63,29.83,-3.83,B,1
20.79,-89.62,-81.58,E,4
7.96,-1.46,91.3,E,2
18.34,-8.57,79.32,C,4
-40.32,17.07,87.7,C,4
-28.34,97.76,-2.79,D,4
40.97,27.12,-90.9,E,2
-46.49,-64.17,-6.31,D,2
-41.1,-70.48,-2.33,E,4
20.37,-53.77,-54.16,A,5
5.69,93.49,80.42,B,4
29.47,-43.62,3.09,A,1
44.05,-44.46,64.63,B,3
-26.68,-37.47,18.85,A,2
-81.94,43.43,-99.15,E,3
-48.95,61.59,97.73,C,4
-60.05,-17.87,-38.63,C,2
74.04,83.35,-49.78,A,1
-64.09,67.57,73.69,B,3
-79.92,-42.78,-37.14,B,2
-85.65,-12.4,72.77,E,4
-11.22,-29.44,22.03,B,5
-24.61,82.18,63.96,A,3
-32.08,-13.65,53.93,C,5
-51.54,-74.81,-47.8,C,3
-46.84,84.67,-81.74,E,4
-75.62,14.7,38.42,B,2
-25.82,-64.47,4.51,A,3
1.09,77.04,-92.35,B,5
26.2,80.17,-38.58,A,3
-20.62,27.98,80.06,E,3
83.41,-41.27,-88.04,D,5
1.96,-17.66,-5.6,C,1
-92.55,-98.71,86.04,C,1
69.37,-31.27,4.7,B,1
13.74,-7.01,75.02,D,5
38.56,78.82,-18.84,D,3
-25.25,-49.02,96.89,A,2
46.11,-65.03,69.23,B,3
-87.69,-49.18,-32.67,B,5
-28.18,3.09,82.77,D,5
-62.95,25.17,-96.34,C,3
24.41,79.61,97.8,A,4
-16.48,68.91,1.17,D,4
80.72,-33.88,-36.11,C,2
6.61,-90.84,-37.72,D,3
-53.29,-5.61,-2.44,D,4
-81.48,-2.04,-84.14,E,3
-58.15,49.58,-95.2,B,3
11.29,-92.61,19.56,E,4
96.09,94.09,12.84,D,1
30.53,-59.7,70.5,C,1
-40.57,89.97,81.59,B,2
66.03,-1.67,59.71,C,5
-31.03,26.64,44.71,B,3
92.67,-0.53,-96.24,B,4
7.4,-60.73,-14.88,C,5
81.25,63.49,-0.24,A,2
23.67,77.59,34.88,E,1
72.74,73.35,-99.18,E,1
-14.56,41.05,-19.98,E,2
-96.8,77.14,-69.11,B,3
-9.82,50.95,-55.93,A,3
50.91,32.76,30.02,B,1
-66.04,-59.67,-17.98,C,5
-29.07,53.47,-14.21,A,1
-88.33,59.38,98.98,E,2
7.43,-94.26,-10.73,B,2
-91.52,44.33,-93.65,E,3
-45.23,62.43,77.84,A,3
2.51,-76.2,4.26,A,5
-74.67,94.83,-95.95,B,2
-55.41,57.94,22.66,C,5
-12.46,4.27,-94.31,E,3
-93.96,-70.07,-29.78,D,4
67.22,-99.11,-9.1,C,4
32.52,12.22,84.04,E,3
6.51,43.4,15.49,B,1
16.09,-7.3,93.89,E,1
74.31,42.51,54.52,B,1
46.87,43.61,-81.52,E,3
-1.02,29.99,41.56,A,1
-62.1,-90.93,49.94,A,2
-96.66,-65.43,74.63,E,2
-50.58,-28.01,-20.39,A,2
-19.77,49.99,27.67,A,1
86.93,29.43,-51.18,B,2
72.91,-84.26,44.39,D,1
-36.13,-26.05,38.79,B,1
-83.03,2.53,20.03,B,2
26.62,88.59,-32.01,B,5
86.95,-45.24,-59.99,D,4
63.13,-17.76,92.85,D,3
1.83,78.67,-69.82,B,3
9.62,20.23,-67.94,A,3
52.89,-86.52,-11.74,B,4
-54.78,99.82,-38.01,E,5
-99.52,86.67,-71.03,C,1
56.26,-78.0,-35.61,B,2
-51.05,78.15,29.51,C,1
42.08,-69.87,39.69,C,1
-14.36,-38.82,-94.85,B,1
-17.61,-45.5,90.76,D,3
-74.27,3.42,-99.27,C,4
-29.54,52.05,15.7,D,5
60.19,-66.69,-80.45,E,4
-52.53,3.11,57.02,D,5
76.3,39.38,-18.23,E,4
-73.62,-21.38,15.42,B,5
-15.67,40.35,59.16,B,4
-25.03,3.22,34.87,C,1
-64.02,94.85,15.76,A,2
25.6,-5.21,31.12,A,3
-66.23,-83.31,0.53,A,3
11.45,95.34,-25.81,A,3
-8.45,31.91,69.08,D,2
91.57,99.58,34.36,C,2
44.94,-74.56,-90.38,D,1
-19.34,-71.24,77.92,C,2
-14.31,22.37,4.68,B,4
-28.68,97.77,-27.56,A,4
-28.8,56.97,-73.46,C,5
-80.68,-9.13,17.23,B,2
62.76,58.45,76.2,E,2
34.67,-81.87,-49.78,E,4
63.26,-17.16,90.57,E,5
94.91,-53.25,-83.39,E,3
-83.08,-54.53,77.58,B,1
31.56,-57.36,-73.74,A,3
4.14,22.7,-50.87,B,5
85.71,-96.16,57.77,D,5
38.93,-95.4,30.56,E,3
41.25,-96.31,89.09,C,2
41.6,-79.33,-44.57,A,3
-16.17,-98.48,-45.9,B,5
56.64,-44.39,76.92,A,5
-43.88,-91.3,97.47,B,5
-22.88,64.85,-75.23,D,2
35.92,-42.63,-50.89,D,5
-61.99,-41.8,45.82,D,2
5.04,75.16,89.44,E,4
26.98,10.65,-45.42,D,2
-9.08,-13.23,-93.93,E,1
-13.82,-34.36,-21.34,B,2
-99.92,88.52,76.77,C,2
-96.1,67.36,33.02,B,4
-70.43,-86.35,-7.33,E,1
-29.94,26.97,-77.57,D,3
-24.92,87.01,-3.5,A,4
-8.97,-53.64,-14.0,E,1
2.21,10.42,67.23,B,1
87.86,8.01,83.26,E,5
99.71,22.09,42.48,B,4
-50.09,-56.8,-35.53,E,1
-71.62,78.46,-84.52,B,1
-80.58,92.18,67.89,E,2
-8.26,56.39,-29.09,D,4
93.11,-34.32,-73.87,E,4
-89.53,-27.99,-2.94,C,3
57.36,-64.88,-20.32,D,5
68.38,-47.36,-63.85,D,1
-85.39,-33.13,9.68,A,4
-66.61,-39.71,-8.07,C,2
-35.7,80.28,12.54,D,2
73.96,66.15,43.71,C,3
-45.09,53.96,-67.1,A,1
-89.75,75.17,-44.3,C,2
-42.33,43.94,57.91,C,2
57.49,-5.04,57.42,E,1
-14.71,82.95,-25.39,D,2
76.81,-66.57,31.9,B,5
71.8,94.81,-84.53,C,2
-78.53,-15.29,51.86,B,5
75.93,-56.99,-88.67,A,3
-45.01,-94.0,43.47,E,3
-42.3,97.38,25.41,E,1
-45.99,-54.38,-25.73,C,3
-36.79,0.24,40.77,D,2
-2.4,17.92,-66.04,D,1
66.37,5.4,52.44,D,1
-86.45,37.81,-10.91,D,5
-12.03,4.66,-61.06,D,5
95.47,-5.3,73.64,B,5
-67.62,24.23,15.39,A,3
-98.76,-48.72,40.17,B,2
-73.04,-24.64,84.87,D,1
-53.06,12.84,21.32,D,2
92.69,-57.4,42.4,C,4
7.23,54.15,-30.96,C,3
32.19,36.34,69.42,D,2
66.54,51.01,-59.58,B,5
94.63,55.08,15.93,A,2
-79.12,-13.75,-61.94,B,5
-70.77,-18.62,58.93,D,4
-44.46,23.5,81.62,C,4
89.03,-94.97,-13.12,C,5
78.87,-85.09,61.88,B,1
-34.76,5.92,62.07,B,2
20.98,-85.06,49.68,E,4
-54.35,-45.57,80.96,D,3
44.11,-74.53,-4.26,B,3
86.91,-43.11,-98.63,C,1
-33.28,-19.47,65.68,E,1
-95.61,41.81,-44.72,C,5
-35.44,-0.93,-10.51,C,3
62.0,-50.31,-60.0,C,4
6.02,-61.15,25.12,C,2
-43.76,-38.57,-81.11,E,2
95.61,-56.43,31.53,A,2
97.53,43.98,-75.04,E,4
18.11,-53.97,68.11,D,4
80.54,31.38,-24.63,E,3
51.8,28.12,-61.8,A,1
-81.95,89.79,36.46,D,1
33.8,-79.51,20.15,E,4
48.77,86.11,-26.14,A,2
97.03,76.03,-0.78,D,3
-82.83,-49.04,2.17,E,3
-72.56,63.74,-89.09,D,2
-82.04,36.08,48.1,B,1
53.19,-78.97,60.63,E,4
-32.97,22.26,-82.26,E,2
-62.13,30.95,0.2,C,5
-33.07,-60.37,-14.81,A,5
-93.66,-58.3,70.26,C,5
75.33,99.39,-73.65,B,5
23.75,86.17,-35.81,E,1
69.64,-68.25,98.18,C,3
-65.89,-83.03,-67.59,B,5
-78.59,-1.6,-30.3,B,2
-40.39,59.56,-3.82,B,5
61.91,-57.2,38.76,A,4
-25.46,-5.23,66.52,B,3
-32.57,-78.35,-70.28,E,1
-64.29,51.84,12.65,E,3
-5.67,-45.15,-63.11,E,3
-31.88,-79.51,93.78,C,2
-20.41,98.32,92.88,D,1
-98.14,-11.69,-64.1,C,3
56.94,-98.23,61.68,D,4
-51.06,-53.57,-9.84,E,4
96.15,62.46,-43.31,B,5
40.16,-95.43,21.87,E,2
-19.08,46.52,6.81,D,5
-88.54,-92.92,5.75,A,3
1.59,-44.26,-94.32,C,2
-72.46,54.16,-69.9,A,4
-37.65,-60.49,64.3,D,5
-84.27,87.98,8.85,C,5
97.67,-9.36,27.18,A,2
-64.75,70.45,87.36,D,3
68.8,65.75,-29.29,E,5
-28.96,62.92,47.03,A,3
-92.22,-42.87,37.93,B,5
95.42,64.12,69.89,C,4
-11.82,-20.01,67.07,E,2
79.78,27.63,23.87,B,4
84.39,18.88,-63.2,E,2
29.18,93.84,-4.16,D,2
-91.41,-52.37,-30.15,D,2
-50.35,28.61,-73.87,D,2
-56.47,-48.09,20.02,E,3
-62.17,-71.26,-76.46,D,1
-94.57,-82.16,-90.8,E,2
-88.43,28.3,39.63,E,1
5.17,-4.28,52.1,E,3
20.38,-98.43,-27.4,E,5
88.39,56.01,97.92,C,4
-72.89,-58.88,64.01,C,3
75.39,72.15,68.61,C,4
1.5,-9.45,-36.13,E,4
74.34,82.27,83.4,E,3
-35.24,84.99,45.4,B,1
-46.1,-90.73,-46.77,E,3
-5.64,79.53,42.76,E,4
52.58,-66.47,22.28,A,3
33.91,-43.77,-30.56,D,2
-55.9,-8.66,-33.49,A,5
-24.87,11.54,-50.12,B,5
25.5,65.23,-91.8,D,1
55.92,-13.37,-12.19,C,3
13.42,-68.19,48.71,D,1
-95.85,-54.65,-64.28,C,5
42.15,-22.33,-84.77,C,2
-91.95,44.82,70.57,B,5
-90.94,-27.81,-67.53,E,4
78.44,-8.98,21.95,C,4
50.43,88.29,16.56,B,4
84.59,80.25,54.28,A,3
-12.23,-42.32,-95.74,A,1
-6.58,35.36,39.25,A,2
-15.94,-98.12,-39.06,B,4
-39.01,63.99,93.23,A,5
-18.61,-1.18,-48.21,D,2
70.1,-18.58,97.98,A,5
27.86,78.88,14.79,E,1
-59.39,-59.2,24.67,A,2
23.56,-48.9,69.55,B,1
-48.99,-98.0,-32.18,C,1
-83.73,1.32,9.65,D,4
56.73,63.86,82.71,E,1
-38.49,25.91,65.24,E,2
41.65,50.67,-72.35,A,1
-76.27,33.49,-99.43,B,4
-25.87,3.77,-59.62,A,2
81.54,-63.89,-50.72,E,1
49.7,59.67,92.62,E,2
25.12,4.54,89.04,E,2
-79.34,-35.36,41.08,E,5
49.42,95.65,83.16,B,2
-29.87,4.15,-13.66,E,5
-98.29,-67.15,-58.01,B,1
82.42,99.61,25.81,A,5
-26.68,-82.14,-12.57,E,3
83.55,-2.29,82.06,B,5
99.2,-11.54,-70.42,C,5
-41.58,34.64,38.92,D,5
-30.59,-40.6,-81.85,D,5
65.86,54.81,-51.57,A,2
48.46,-82.42,-77.71,C,3
20.35,34.54,-74.49,E,5
97.25,-9.82,-16.34,E,3
-44.65,52.98,-73.34,D,1
-32.87,-25.21,99.66,A,4
58.24,77.66,-18.47,C,1
-20.79,89.92,-39.75,B,2
-15.74,34.54,0.37,C,2
95.01,-0.1,95.99,D,5
-53.07,51.74,-17.82,E,1
-92.59,-93.85,-32.96,E,4
34.84,5.36,81.64,D,5
-45.02,-98.31,-71.59,A,1
39.22,11.01,15.86,B,4
64.51,91.46,-14.39,E,4
39.09,-84.73,9.51,B,3
19.81,-53.7,-70.6,E,4
46.22,22.16,24.73,D,3
4.02,-60.41,3.46,E,3
-4.28,78.89,98.76,E,3
-5.66,10.32,-44.73,B,2
-15.96,-23.52,49.0,B,5
-13.99,57.12,42.25,A,5
38.25,59.16,65.87,D,2
-50.74,74.6,87.31,A,2
-84.02,69.09,-56.78,B,3
-40.04,-9.07,-57.7,D,4
61.95,-75.95,-73.38,D,5
-51.86,86.82,-38.27,B,5
75.45,-88.26,-43.09,D,2
30.78,27.42,-55.43,C,1
17.61,9.27,57.95,E,4
-31.92,-55.05,-69.27,A,4
97.84,98.03,80.5,D,1
55.55,28.29,53.1,E,4
-85.82,-97.14,-26.27,A,1
35.87,-60.32,22.45,A,1
26.01,-12.68,-84.33,E,4
34.95,-30.06,-3.71,D,5
-44.93,-77.01,-33.01,B,3
-44.13,-33.84,78.14,B,4
-29.1,62.56,-90.04,E,5
28.17,-11.23,-51.8,A,1
-61.42,52.32,-17.54,E,3
53.09,-95.97,-42.31,B,1
-42.68,16.34,82.72,E,4
48.54,-12.07,84.93,D,3
85.66,60.46,-6.7,B,5
27.91,10.06,17.56,D,4
-61.54,17.65,-41.48,D,3
-50.13,-40.37,-26.74,D,5
41.19,65.48,-80.48,D,4
-84.77,-13.23,0.81,C,4
73.04,-89.56,96.96,A,5
-85.91,55.94,-65.32,C,1
30.4,57.72,-49.0,B,1
-53.25,-75.75,-82.17,A,3
99.01,-78.22,79.24,A,1
92.13,-52.27,75.74,A,2
-2.65,-64.92,-38.7,A,4
-57.84,-33.4,-87.82,C,1
77.9,53.46,-43.82,E,4
-97.28,79.01,8.59,E,3
93.76,36.35,39.2,C,3
-52.52,93.92,70.06,C,2
23.54,-57.89,-98.81,C,1
87.6,-0.2,11.6,D,3
32.45,22.71,37.09,A,2
34.67,-71.37,-30.36,D,2
91.59,-11.43,85.88,A,2
-70.13,-22.05,-0.72,E,2
-5.15,-40.26,16.93,C,4
70.79,-40.17,-8.76,D,5
68.22,-17.32,-65.18,C,1
56.34,-24.41,64.95,A,3
-80.6,54.03,-61.13,D,2
-58.79,17.1,48.77,E,5
-23.74,72.89,-50.1,C,2
-9.54,17.58,45.72,C,5
40.81,-43.34,77.14,E,2
15.84,25.43,-23.69,A,1
-55.71,-11.83,97.55,D,5
53.73,-98.68,65.9,B,4
-27.87,-40.2,-39.46,A,5
82.68,-26.36,11.88,A,2
-95.96,-61.94,12.6,A,4
93.36,-81.06,2.38,B,3
42.84,-83.37,-68.67,D,3
68.63,87.36,39.96,B,5
-64.36,77.6,-37.68,D,1
74.87,76.48,52.82,B,5
51.13,60.53,31.24,D,2
-64.66,20.59,-66.81,A,4
-28.63,-69.39,-71.71,A,2
-99.58,26.97,-31.52,B,5
-78.27,-75.11,-66.75,D,4
-97.28,-94.51,-26.16,D,2
22.42,11.96,-89.89,E,4
94.74,-63.99,78.44,B,2
-23.08,92.79,46.73,B,2
61.76,13.31,-42.25,D,4
-93.59,96.41,98.56,E,4
75.41,-7.67,-77.69,A,5
-21.45,36.17,86.05,D,4
-14.45,-77.11,97.18,B,3
87.59,34.02,-60.46,B,2
-6.31,-47.88,74.25,A,3
25.16,-92.2,-11.62,A,5
-5.34,-32.47,-59.23,B,2
51.84,-73.09,26.31,A,1
65.38,-21.4,-1.0,C,3
60.19,0.58,-81.57,A,4
-64.47,70.3,64.97,A,4
16.96,12.95,11.74,E,2
6.23,-63.74,65.59,E,1
-17.87,63.63,65.69,B,2
95.4,89.45,36.03,D,1
-77.2,37.25,36.88,B,1
97.42,-60.34,-86.74,C,5
17.08,-56.95,-30.26,A,4
-67.8,67.41,92.15,E,1
-63.03,-83.65,-63.82,D,4
28.49,-80.2,37.91,A,4
74.63,9.95,72.21,D,3
46.61,23.72,-9.89,B,5
-62.36,97.7,-73.46,E,3
-66.52,-83.29,-40.05,A,5
-6.49,93.54,-76.86,A,4
98.39,77.63,-87.74,B,5
35.24,-70.62,53.26,E,4
69.25,75.55,9.98,E,5
-59.58,7.96,29.51,C,2
-63.35,94.93,-38.59,E,5
-24.4,52.12,91.96,E,4
-19.28,-33.6,-30.23,A,4
-61.27,-2.59,-84.26,B,1
94.15,35.03,-64.48,A,2
-63.94,41.96,24.76,A,3
46.49,-18.78,-20.97,E,2
-91.58,-49.73,38.49,C,5
80.79,57.97,-22.74,B,3
-72.76,5.23,8.71,B,3
49.7,-91.53,-10.7,E,3
90.1,-49.19,-7.63,B,2
-61.83,24.85,75.14,A,3
47.5,-82.25,-54.07,B,3
-68.9,-67.45,27.87,E,5
-74.63,-40.24,21.99,C,4
-14.22,21.69,-53.31,B,4
-0.89,32.61,42.18,E,4
19.68,-83.05,11.15,E,3
84.03,-64.97,19.04,A,3
-52.23,-5.16,75.6,B,4
80.51,-20.55,-27.94,B,3
-34.47,-52.22,7.13,D,4
-74.49,68.11,36.9,C,5
-45.02,31.07,39.77,D,1
-33.7,90.45,-87.01,C,1
37.09,40.24,-5.98,B,4
-67.95,93.53,23.31,A,2
-6.63,-79.21,49.89,E,2
13.59,-73.81,-62.58,C,3
97.13,-34.77,77.89,D,5
37.93,-51.42,74.62,D,4
-71.25,89.54,-71.7,C,5
11.17,-88.13,60.26,C,2
-82.09,-33.43,-85.68,C,1
-9.62,99.3,-36.78,D,3
-83.62,-25.33,-84.92,B,5
39.02,60.25,93.52,D,3
63.62,-50.85,-51.13,B,1
92.37,8.54,94.13,B,2
-85.07,46.01,20.27,A,4
-1.13,-15.82,95.31,B,4
37.5,88.2,16.61,B,1
88.65,20.39,-54.87,C,4
-42.37,93.22,92.69,D,2
-46.56,84.54,-93.32,E,1
-55.27,-96.29,-48.09,A,1
-8.29,19.29,-75.37,B,1
7.47,74.33,16.81,C,2
-34.48,6.81,-72.36,D,5
74.25,62.71,-74.84,D,1
60.33,-8.05,-73.38,E,1
90.81,88.08,25.79,A,1
16.08,-41.73,-94.71,C,1
-12.23,-33.65,81.59,A,1
-85.93,-56.85,-66.02,A,3
98.76,-36.86,98.19,A,5
19.5,98.32,89.48,B,3
-25.71,72.58,-74.33,D,5
-17.47,14.28,-48.82,E,4
-48.01,2.66,-70.28,B,1
-7.98,56.95,-15.08,A,4
2.82,38.7,21.35,C,1
-60.37,30.93,69.83,E,3
-0.84,15.09,-34.52,A,2
14.82,-12.91,94.39,E,1
-33.15,24.75,44.6,B,1
45.82,-18.9,96.2,B,1
67.46,-38.86,-39.88,C,5
-67.16,-6.91,78.51,A,1
-32.85,91.83,2.6,C,1
35.67,89.27,-55.31,E,3
42.36,-50.47,75.38,B,5
16.66,90.87,0.75,B,1
62.39,95.39,-57.26,E,3
